# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
AGD14	AT1G08680	AT1G08680.4	protein_coding	0	1	0	2	0	0	0	1	0	0	0	0	0	0	0	0	1	1
AGD15	AT3G17660	AT3G17660.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGD2	AT1G60680	AT1G60680.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGD4	AT1G10870	AT1G10870.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AGL102	AT1G47760	AT1G47760.1	protein_coding	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4
AGL103	AT3G18650	AT3G18650.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGL14	AT4G11880	AT4G11880.1	protein_coding	0	3	0	3	0	0	0	0	6	0	0	0	0	3	0	0	0	0
AGL16	AT3G57230	AT3G57230.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AGL16	AT3G57230	AT3G57230.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
AGL21	AT4G37940	AT4G37940.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AGL26	AT5G26880	AT5G26880.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGL26	AT5G26880	AT5G26880.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGL27	AT1G77080	AT1G77080.2	protein_coding	1	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0
AGL27	AT1G77080	AT1G77080.3	protein_coding	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	2
AGL27	AT1G77080	AT1G77080.4	protein_coding	1	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0
AGL27	AT1G77080	AT1G77080.5	protein_coding	1	2	0	0	0	0	0	0	2	0	0	0	1	1	0	0	1	0
AGL30	AT2G03060	AT2G03060.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGL30	AT2G03060	AT2G03060.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AGL50	AT1G59810	AT1G59810.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGL51	AT4G02235	AT4G02235.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AGL52	AT4G11250	AT4G11250.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGL59	AT1G28460	AT1G28460.1	protein_coding	0	0	0	4	0	0	0	4	0	0	0	0	0	0	0	0	0	0
AGL75	AT5G41200	AT5G41200.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
AGL77	AT5G38740	AT5G38740.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGL83	AT5G49490	AT5G49490.1	protein_coding	0	0	0	10	0	0	0	10	0	0	0	0	0	0	0	0	0	0
AGL99	AT5G04640	AT5G04640.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AGO3	AT1G31290	AT1G31290.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGO4	AT2G27040	AT2G27040.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AGO4	AT2G27040	AT2G27040.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AGO5	AT2G27880	AT2G27880.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGO6	AT2G32940	AT2G32940.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGO7	AT1G69440	AT1G69440.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGO8	AT5G21030	AT5G21030.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGP11	AT3G01700	AT3G01700.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AGP12	AT3G13520	AT3G13520.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
AGP13	AT4G26320	AT4G26320.1	protein_coding	0	0	0	6	0	0	0	6	0	0	0	0	0	0	0	0	0	0
AGP14	AT5G56540	AT5G56540.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AGP16	AT2G46330	AT2G46330.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGP16	AT2G46330	AT2G46330.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGP17	AT2G23130	AT2G23130.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGP17	AT2G23130	AT2G23130.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGP18	AT4G37450	AT4G37450.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AGP24	AT5G40730	AT5G40730.1	protein_coding	0	0	0	3	0	0	0	2	0	0	0	0	0	0	0	0	0	1
AGP26	AT2G47930	AT2G47930.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
AGP27	AT3G06360	AT3G06360.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AGT2	AT4G39660	AT4G39660.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AHA2	AT4G30190	AT4G30190.1	protein_coding	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
AHA2	AT4G30190	AT4G30190.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHA7	AT3G60330	AT3G60330.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AHA7	AT3G60330	AT3G60330.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AHA9	AT1G80660	AT1G80660.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHA9	AT1G80660	AT1G80660.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHK1	AT2G17820	AT2G17820.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AHK3	AT1G27320	AT1G27320.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHK5	AT5G10720	AT5G10720.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHL1	AT4G12080	AT4G12080.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL10	AT2G33620	AT2G33620.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL10	AT2G33620	AT2G33620.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL10	AT2G33620	AT2G33620.3	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL10	AT2G33620	AT2G33620.4	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL13	AT4G17950	AT4G17950.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL14	AT3G04590	AT3G04590.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AHL14	AT3G04590	AT3G04590.2	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
AHL17	AT5G49700	AT5G49700.1	protein_coding	0	0	0	11	0	0	0	11	0	0	0	0	0	0	0	0	0	0
AHL18	AT3G60870	AT3G60870.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AHL22	AT2G45430	AT2G45430.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AHL3	AT4G25320	AT4G25320.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AHL4	AT5G51590	AT5G51590.1	protein_coding	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
AHL6	AT5G62260	AT5G62260.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
AIH	AT5G08170	AT5G08170.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIM1	AT4G29010	AT4G29010.1	protein_coding	0	1	0	3	0	0	0	0	4	0	0	0	0	1	0	0	0	0
AIP2	AT5G20910	AT5G20910.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIR12	AT3G07390	AT3G07390.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AIR9	AT2G34680	AT2G34680.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AIRP1	AT4G23450	AT4G23450.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AIRP1	AT4G23450	AT4G23450.2	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AIRP1	AT4G23450	AT4G23450.3	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AK2	AT5G14060	AT5G14060.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AK2	AT5G14060	AT5G14060.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
AK3	AT3G02020	AT3G02020.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
AKR2B	AT2G17390	AT2G17390.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AKR4C10	AT2G37790	AT2G37790.1	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
AKR4C11	AT3G53880	AT3G53880.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AKR4C8	AT2G37760	AT2G37760.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR4C8	AT2G37760	AT2G37760.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR4C8	AT2G37760	AT2G37760.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR4C8	AT2G37760	AT2G37760.4	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR4C8	AT2G37760	AT2G37760.5	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AKR4C9	AT2G37770	AT2G37770.1	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AKR4C9	AT2G37770	AT2G37770.2	protein_coding	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0
AKRP	AT5G66055	AT5G66055.1	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AKRP	AT5G66055	AT5G66055.2	protein_coding	0	0	0	4	0	0	0	1	0	0	0	0	0	0	0	0	0	3
AL1	AT5G05610	AT5G05610.1	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AL1	AT5G05610	AT5G05610.2	protein_coding	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1
AL2	AT3G11200	AT3G11200.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AL2	AT3G11200	AT3G11200.2	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AL4	AT5G26210	AT5G26210.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AL5	AT5G20510	AT5G20510.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALA3	AT1G59820	AT1G59820.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALA5	AT1G72700	AT1G72700.1	protein_coding	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	1
ALA9	AT1G68710	AT1G68710.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ALAAT1	AT1G17290	AT1G17290.1	protein_coding	0	0	1	5	0	0	0	0	0	1	0	0	0	0	0	0	0	5
ALC	AT5G67110	AT5G67110.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALC	AT5G67110	AT5G67110.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALC	AT5G67110	AT5G67110.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALD1	AT2G13810	AT2G13810.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALDH10A8	AT1G74920	AT1G74920.1	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ALDH10A8	AT1G74920	AT1G74920.2	protein_coding	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ALDH12A1	AT5G62530	AT5G62530.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALDH22A1	AT3G66658	AT3G66658.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALDH22A1	AT3G66658	AT3G66658.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALDH2B4	AT3G48000	AT3G48000.1	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
ALDH5F1	AT1G79440	AT1G79440.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALDH6B2	AT2G14170	AT2G14170.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ALDH6B2	AT2G14170	AT2G14170.2	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ALDH6B2	AT2G14170	AT2G14170.3	protein_coding	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0
ALEU	AT5G60360	AT5G60360.1	protein_coding	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ALEU	AT5G60360	AT5G60360.2	protein_coding	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ALEU	AT5G60360	AT5G60360.3	protein_coding	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0
ALF4	AT5G11030	AT5G11030.1	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALF4	AT5G11030	AT5G11030.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALF4	AT5G11030	AT5G11030.3	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
ALF5	AT3G23560	AT3G23560.1	protein_coding	0	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0
ALG12	AT1G02145	AT1G02145.1	protein_coding	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	2
ALG12	AT1G02145	AT1G02145.2	protein_coding	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	2
ALG12	AT1G02145	AT1G02145.3	protein_coding	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	2
ALG12	AT1G02145	AT1G02145.4	protein_coding	1	0	1	2	0	0	0	0	1	1	0	0	1	0	0	0	0	2
ALIS1	AT3G12740	AT3G12740.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALIS5	AT1G79450	AT1G79450.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALIS5	AT1G79450	AT1G79450.2	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
ALKBH2	AT2G22260	AT2G22260.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ALL1	AT4G24080	AT4G24080.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALMT1	AT1G08430	AT1G08430.1	protein_coding	0	1	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0	1
ALMT2	AT1G08440	AT1G08440.1	protein_coding	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	2
ALMT3	AT1G18420	AT1G18420.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
ALMT4	AT1G25480	AT1G25480.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ALPHA-ADR	AT5G22770	AT5G22770.1	protein_coding	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0
ALPHA-ADR	AT5G22770	AT5G22770.2	protein_coding	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0
ALPHA-ADR	AT5G22770	AT5G22770.3	protein_coding	0	0	2	3	0	0	0	0	3	2	0	0	0	0	0	0	0	0
ALPHAC-AD	AT5G22780	AT5G22780.1	protein_coding	1	4	1	4	0	0	0	0	6	1	0	0	1	4	0	0	0	3
ALS3	AT2G37330	AT2G37330.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ALY1	AT5G27610	AT5G27610.1	protein_coding	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0
ALY2	AT3G05380	AT3G05380.1	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
ALY2	AT3G05380	AT3G05380.2	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
ALY2	AT3G05380	AT3G05380.3	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
ALY2	AT3G05380	AT3G05380.4	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
ALY2	AT3G05380	AT3G05380.5	protein_coding	0	1	0	2	0	0	0	0	3	0	0	0	0	1	0	0	0	0
ALY3	AT3G21430	AT3G21430.2	protein_coding	2	1	0	1	0	0	0	0	3	0	0	1	0	1	0	1	0	0
ALY4	AT5G37720	AT5G37720.1	protein_coding	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0
ALY4	AT5G37720	AT5G37720.2	protein_coding	0	3	0	0	0	0	0	0	3	0	0	0	0	3	0	0	0	0
AMC1	AT1G02170	AT1G02170.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMC7	AT1G79310	AT1G79310.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
AMC9	AT5G04200	AT5G04200.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AML3	AT4G18120	AT4G18120.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AML3	AT4G18120	AT4G18120.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AMPD	AT2G38280	AT2G38280.1	protein_coding	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
AMPD	AT2G38280	AT2G38280.2	protein_coding	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0
AMSH1	AT1G48790	AT1G48790.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
AMSH2	AT1G10600	AT1G10600.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMSH2	AT1G10600	AT1G10600.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMSH2	AT1G10600	AT1G10600.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AMSH3	AT4G16144	AT4G16144.1	protein_coding	0	1	2	3	0	0	0	1	3	2	0	0	0	1	0	0	0	0
AMT1-4	AT4G28700	AT4G28700.1	protein_coding	0	0	0	7	0	0	0	7	0	0	0	0	0	0	0	0	0	0
AMT2	AT2G38290	AT2G38290.1	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AMT2	AT2G38290	AT2G38290.2	protein_coding	0	0	0	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0
AMY3	AT1G69830	AT1G69830.1	protein_coding	0	0	1	3	0	0	0	0	0	1	0	0	0	0	0	0	0	3
ANAC020	AT1G54330	AT1G54330.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANAC023	AT1G60280	AT1G60280.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC039	AT2G24430	AT2G24430.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC039	AT2G24430	AT2G24430.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC050	AT3G10480	AT3G10480.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC050	AT3G10480	AT3G10480.2	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC050	AT3G10480	AT3G10480.3	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANAC052	AT3G10490	AT3G10490.1	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ANAC052	AT3G10490	AT3G10490.2	protein_coding	0	1	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
ANAC091	AT5G24590	AT5G24590.2	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANN2	AT5G65020	AT5G65020.1	protein_coding	0	0	1	4	0	0	0	0	0	1	0	0	0	0	0	0	0	4
ANN2	AT5G65020	AT5G65020.2	protein_coding	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1
ANN3	AT2G38760	AT2G38760.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANN4	AT2G38750	AT2G38750.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANN5	AT1G68090	AT1G68090.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ANNAT8	AT5G12380	AT5G12380.1	protein_coding	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	15
ANT1	AT3G11900	AT3G11900.1	protein_coding	0	2	0	1	0	0	0	1	2	0	0	0	0	2	0	0	0	0
ANTR3	AT2G38060	AT2G38060.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
ANTR4	AT3G46980	AT3G46980.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANTR4	AT3G46980	AT3G46980.2	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
ANTR4	AT3G46980	AT3G46980.3	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
AOX2	AT5G64210	AT5G64210.1	protein_coding	0	0	0	6	0	0	0	1	0	0	0	0	0	0	0	0	0	5
AOX4	AT4G22260	AT4G22260.1	protein_coding	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	3
AP3	AT3G54340	AT3G54340.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
AP3BA	AT3G55480	AT3G55480.1	protein_coding	0	0	0	2	0	0	1	1	0	0	0	0	0	0	0	0	0	0
AP3BA	AT3G55480	AT3G55480.2	protein_coding	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0
APA1	AT1G11910	AT1G11910.1	protein_coding	0	1	0	2	0	0	0	2	1	0	0	0	0	1	0	0	0	0
APC11	AT3G05870	AT3G05870.1	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APC11	AT3G05870	AT3G05870.2	protein_coding	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0
APC2	AT2G04660	AT2G04660.1	protein_coding	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
APC5	AT1G06590	AT1G06590.1	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
APC7	AT2G39090	AT2G39090.1	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
APC7	AT2G39090	AT2G39090.2	protein_coding	0	0	0	4	0	0	0	1	2	0	0	0	0	0	0	0	0	1
APE1	AT5G38660	AT5G38660.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APE1	AT5G38660	AT5G38660.2	protein_coding	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0
APE1L	AT3G48425	AT3G48425.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
APG9	AT2G31260	AT2G31260.1	protein_coding	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1
APK1B	AT2G28930	AT2G28930.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APK1B	AT2G28930	AT2G28930.2	protein_coding	0	2	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0
APK1B	AT2G28930	AT2G28930.3	protein_coding	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0
APK2B	AT2G02800	AT2G02800.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APK2B	AT2G02800	AT2G02800.2	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APK3	AT3G03900	AT3G03900.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
APK4	AT5G67520	AT5G67520.1	protein_coding	0	0	0	2	0	0	0	2	0	0	0	0	0	0	0	0	0	0
APL3	AT4G39210	AT4G39210.1	protein_coding	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
APM1	AT4G33090	AT4G33090.1	protein_coding	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
APR2	AT1G62180	AT1G62180.1	protein_coding	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
APR2	AT1G62180	AT1G62180.2	protein_coding	0	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0
APRL7	AT5G18120	AT5G18120.1	protein_coding	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2
APRR8	AT4G00760	AT4G00760.1	protein_coding	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0
